respondent_id	timestamp	question	answer
R32	2026-07-02T09:36:34.651078+00:00	calibrate_count_chat	100%
R21	2026-07-02T09:36:34.791193+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R55	2026-07-02T09:36:35.297557+00:00	calibrate_count_chat	90%
R02	2026-07-02T09:36:35.865794+00:00	calibrate_pred	80%
R32	2026-07-02T09:36:36.629838+00:00	calibrate_pred	80%
R49	2026-07-02T09:36:37.615522+00:00	verify_output	If the results are statistically significant, this would be valid
R20	2026-07-02T09:36:39.892876+00:00	calibrate_pred	90%
R03	2026-07-02T09:36:40.061923+00:00	calibrate_own	80%
R26	2026-07-02T09:36:40.364541+00:00	calibrate_pred	30%
R57	2026-07-02T09:36:40.969899+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R15	2026-07-02T09:36:42.417025+00:00	calibrate_own	5%
R27	2026-07-02T09:36:42.674063+00:00	calibrate_pred	20%
R13	2026-07-02T09:36:43.008896+00:00	calibrate_pred	80%
R55	2026-07-02T09:36:43.306551+00:00	calibrate_count_agent	80%
R54	2026-07-02T09:36:43.444031+00:00	calibrate_count_chat	100%
R60	2026-07-02T09:36:44.074271+00:00	ai_usage	Daily
R15	2026-07-02T09:36:44.174432+00:00	calibrate_pred	80%
R50	2026-07-02T09:36:44.242079+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R43	2026-07-02T09:36:44.859285+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R01	2026-07-02T09:36:45.947772+00:00	calibrate_count_chat	90%
R52	2026-07-02T09:36:45.969067+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R09	2026-07-02T09:36:46.053333+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R22	2026-07-02T09:36:47.595349+00:00	calibrate_count_chat	100%
R03	2026-07-02T09:36:48.252423+00:00	calibrate_pred	80%
R60	2026-07-02T09:36:48.288359+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R33	2026-07-02T09:36:49.050731+00:00	calibrate_pred	90%
R61	2026-07-02T09:36:49.286615+00:00	calibrate_own	90
R60	2026-07-02T09:36:49.597534+00:00	autonomy_trust	About 50%
R11	2026-07-02T09:36:50.440800+00:00	calibrate_count_chat	90%
R55	2026-07-02T09:36:50.556550+00:00	predict_room	70%
R62	2026-07-02T09:36:50.696368+00:00	ai_usage	Daily
R02	2026-07-02T09:36:50.860710+00:00	calibrate_count_chat	60%
R39	2026-07-02T09:36:50.896268+00:00	calibrate_pred	100%
R54	2026-07-02T09:36:51.170627+00:00	calibrate_count_agent	70%
R60	2026-07-02T09:36:51.529853+00:00	verify_output	If the results are statistically significant, this would be valid
R27	2026-07-02T09:36:52.087302+00:00	calibrate_count_chat	20%
R34	2026-07-02T09:36:52.697765+00:00	calibrate_own	2
R63	2026-07-02T09:36:53.223334+00:00	ai_usage	A few times a month
R62	2026-07-02T09:36:53.631217+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R22	2026-07-02T09:36:53.727737+00:00	calibrate_count_agent	100%
R64	2026-07-02T09:36:53.746241+00:00	ai_usage	Daily
R06	2026-07-02T09:36:53.999991+00:00	calibrate_pred	100%
R36	2026-07-02T09:36:54.345375+00:00	calibrate_count_chat	70%
R10	2026-07-02T09:36:54.367917+00:00	calibrate_own	2%
R64	2026-07-02T09:36:55.275929+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R63	2026-07-02T09:36:55.344075+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R62	2026-07-02T09:36:55.561761+00:00	autonomy_trust	About 50%
R20	2026-07-02T09:36:55.882022+00:00	calibrate_count_chat	60%
R62	2026-07-02T09:36:57.507294+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R53	2026-07-02T09:36:58.317198+00:00	calibrate_count_chat	90%
R31	2026-07-02T09:36:58.455408+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R01	2026-07-02T09:36:58.829009+00:00	calibrate_count_agent	100%
R63	2026-07-02T09:36:59.019675+00:00	autonomy_trust	About 25%
R65	2026-07-02T09:36:59.360622+00:00	ai_usage	A few times a week
R64	2026-07-02T09:37:00.079610+00:00	autonomy_trust	About 25%
R29	2026-07-02T09:37:00.081954+00:00	calibrate_pred	50%
R45	2026-07-02T09:37:00.424403+00:00	calibrate_count_agent	70%
R51	2026-07-02T09:37:00.507767+00:00	calibrate_count_chat	100%
R24	2026-07-02T09:37:01.004580+00:00	calibrate_own	90%
R63	2026-07-02T09:37:01.504213+00:00	verify_output	If the results are statistically significant, this would be valid
R36	2026-07-02T09:37:01.874438+00:00	calibrate_count_agent	90%
R22	2026-07-02T09:37:01.896810+00:00	predict_room	90%
R06	2026-07-02T09:37:02.168393+00:00	calibrate_own	50
R53	2026-07-02T09:37:02.949496+00:00	calibrate_count_agent	90%
R03	2026-07-02T09:37:03.211848+00:00	calibrate_count_chat	100%
R16	2026-07-02T09:37:03.450840+00:00	calibrate_count_chat	100%
R15	2026-07-02T09:37:03.608160+00:00	calibrate_count_chat	20%
R19	2026-07-02T09:37:03.770000+00:00	calibrate_own	2%
R02	2026-07-02T09:37:03.925152+00:00	calibrate_count_agent	90%
R20	2026-07-02T09:37:04.717772+00:00	calibrate_count_agent	80%
R63	2026-07-02T09:37:04.789643+00:00	calibrate_own	2%
R60	2026-07-02T09:37:04.913401+00:00	calibrate_own	95
R46	2026-07-02T09:37:05.264152+00:00	calibrate_own	5%
R58	2026-07-02T09:37:05.932239+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R26	2026-07-02T09:37:06.651999+00:00	calibrate_count_chat	10%
R64	2026-07-02T09:37:06.819588+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R47	2026-07-02T09:37:07.118970+00:00	calibrate_own	97%
R52	2026-07-02T09:37:08.185804+00:00	calibrate_own	2%
R27	2026-07-02T09:37:08.282573+00:00	calibrate_count_agent	60%
R41	2026-07-02T09:37:08.421047+00:00	calibrate_own	0.001
R63	2026-07-02T09:37:08.465381+00:00	calibrate_pred	90%
R62	2026-07-02T09:37:08.807118+00:00	calibrate_own	8%
R15	2026-07-02T09:37:09.072247+00:00	calibrate_count_agent	80%
R65	2026-07-02T09:37:09.163019+00:00	ai_tools	"[""Gemini""]"
R33	2026-07-02T09:37:09.724286+00:00	calibrate_count_chat	100%
R39	2026-07-02T09:37:10.317291+00:00	calibrate_count_chat	100%
R51	2026-07-02T09:37:10.647504+00:00	calibrate_count_agent	100%
R03	2026-07-02T09:37:10.952858+00:00	calibrate_count_agent	100%
R60	2026-07-02T09:37:11.074038+00:00	calibrate_pred	50%
R01	2026-07-02T09:37:11.076418+00:00	predict_room	60%
R26	2026-07-02T09:37:11.237523+00:00	calibrate_count_agent	90%
R65	2026-07-02T09:37:11.308168+00:00	autonomy_trust	About 50%
R53	2026-07-02T09:37:11.917196+00:00	predict_room	70%
R28	2026-07-02T09:37:13.202620+00:00	calibrate_own	94.05%
R65	2026-07-02T09:37:13.428315+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R33	2026-07-02T09:37:15.256281+00:00	calibrate_count_agent	90%
R19	2026-07-02T09:37:15.522843+00:00	calibrate_pred	90%
R36	2026-07-02T09:37:15.689020+00:00	predict_room	90%
R54	2026-07-02T09:37:15.974750+00:00	predict_room	10%
R29	2026-07-02T09:37:16.265516+00:00	calibrate_count_chat	100%
R16	2026-07-02T09:37:16.745669+00:00	calibrate_count_agent	100%
R35	2026-07-02T09:37:17.858436+00:00	calibrate_own	99
R24	2026-07-02T09:37:18.424794+00:00	calibrate_pred	100%
R66	2026-07-02T09:37:19.138484+00:00	ai_usage	Daily
R03	2026-07-02T09:37:19.220214+00:00	predict_room	90%
R62	2026-07-02T09:37:19.223575+00:00	calibrate_pred	90%
R45	2026-07-02T09:37:19.677846+00:00	predict_room	10%
R27	2026-07-02T09:37:20.203824+00:00	predict_room	50%
R13	2026-07-02T09:37:21.694057+00:00	calibrate_count_chat	100%
R61	2026-07-02T09:37:21.993625+00:00	calibrate_count_chat	100%
R60	2026-07-02T09:37:22.046086+00:00	calibrate_count_chat	100%
R15	2026-07-02T09:37:22.075711+00:00	predict_room	100%
R20	2026-07-02T09:37:22.554167+00:00	predict_room	60%
R39	2026-07-02T09:37:22.792816+00:00	calibrate_count_agent	100%
R51	2026-07-02T09:37:23.501740+00:00	predict_room	80%
R34	2026-07-02T09:37:23.777607+00:00	calibrate_pred	90%
R47	2026-07-02T09:37:24.220477+00:00	calibrate_pred	90%
R33	2026-07-02T09:37:24.246520+00:00	predict_room	80%
R63	2026-07-02T09:37:24.553242+00:00	calibrate_count_chat	80%
R61	2026-07-02T09:37:25.372453+00:00	ai_usage	Daily
R28	2026-07-02T09:37:27.013600+00:00	calibrate_pred	90%
R67	2026-07-02T09:37:27.163516+00:00	predict_room	60%
R16	2026-07-02T09:37:27.238892+00:00	predict_room	70%
R61	2026-07-02T09:37:27.879366+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R60	2026-07-02T09:37:28.026932+00:00	calibrate_count_agent	100%
R41	2026-07-02T09:37:28.403354+00:00	calibrate_pred	100%
R66	2026-07-02T09:37:28.550381+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R10	2026-07-02T09:37:28.576551+00:00	calibrate_pred	100%
R51	2026-07-02T09:37:29.064549+00:00	calibrate_own	90
R61	2026-07-02T09:37:29.541159+00:00	autonomy_trust	About 75%
R02	2026-07-02T09:37:30.173415+00:00	predict_room	70%
R33	2026-07-02T09:37:30.987695+00:00	verify_output	If the results are statistically significant, this would be valid
R06	2026-07-02T09:37:31.208815+00:00	calibrate_count_chat	100%
R61	2026-07-02T09:37:31.346985+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R67	2026-07-02T09:37:31.451484+00:00	calibrate_count_chat	10%
R19	2026-07-02T09:37:31.567735+00:00	calibrate_count_chat	50%
R39	2026-07-02T09:37:32.391644+00:00	predict_room	90%
R13	2026-07-02T09:37:33.005153+00:00	calibrate_count_agent	80%
R29	2026-07-02T09:37:33.418553+00:00	calibrate_count_agent	90%
R63	2026-07-02T09:37:33.611184+00:00	calibrate_count_agent	90%
R67	2026-07-02T09:37:33.911496+00:00	calibrate_count_agent	100%
R52	2026-07-02T09:37:34.521157+00:00	calibrate_pred	90%
R67	2026-07-02T09:37:36.087267+00:00	calibrate_pred	100%
R60	2026-07-02T09:37:36.142613+00:00	predict_room	70%
R61	2026-07-02T09:37:36.828424+00:00	calibrate_pred	70%
R45	2026-07-02T09:37:37.252817+00:00	calibrate_count_chat	80%
R46	2026-07-02T09:37:37.682183+00:00	calibrate_pred	40%
R37	2026-07-02T09:37:37.781649+00:00	calibrate_count_chat	80%
R47	2026-07-02T09:37:37.899757+00:00	calibrate_count_chat	90%
R67	2026-07-02T09:37:37.999119+00:00	calibrate_own	94
R66	2026-07-02T09:37:38.663597+00:00	autonomy_trust	About 25%
R19	2026-07-02T09:37:39.015178+00:00	calibrate_count_agent	90%
R65	2026-07-02T09:37:39.309357+00:00	calibrate_own	0.1%
R67	2026-07-02T09:37:39.428218+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R07	2026-07-02T09:37:40.203645+00:00	predict_room	20%
R56	2026-07-02T09:37:40.547249+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R67	2026-07-02T09:37:40.898803+00:00	autonomy_trust	About 75%
R06	2026-07-02T09:37:41.100142+00:00	calibrate_count_agent	100%
R13	2026-07-02T09:37:41.562513+00:00	predict_room	80%
R67	2026-07-02T09:37:42.504972+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R34	2026-07-02T09:37:42.782910+00:00	calibrate_count_chat	90%
R07	2026-07-02T09:37:42.792724+00:00	calibrate_count_agent	90%
R52	2026-07-02T09:37:42.876638+00:00	calibrate_count_chat	80%
R35	2026-07-02T09:37:43.133782+00:00	calibrate_pred	20%
R63	2026-07-02T09:37:43.399858+00:00	predict_room	90%
R67	2026-07-02T09:37:43.789055+00:00	ai_usage	Daily
R61	2026-07-02T09:37:44.710173+00:00	calibrate_count_agent	100%
R29	2026-07-02T09:37:44.922349+00:00	predict_room	80%
R44	2026-07-02T09:37:45.242228+00:00	predict_room	30%
R47	2026-07-02T09:37:45.387822+00:00	calibrate_count_agent	100%
R24	2026-07-02T09:37:46.537669+00:00	calibrate_count_chat	90%
R41	2026-07-02T09:37:46.573768+00:00	calibrate_count_chat	60%
R49	2026-07-02T09:37:46.837353+00:00	calibrate_pred	100%
R64	2026-07-02T09:37:48.335614+00:00	calibrate_own	94
R28	2026-07-02T09:37:50.050583+00:00	calibrate_count_chat	0%
R29	2026-07-02T09:37:50.431774+00:00	calibrate_own	2
R68	2026-07-02T09:37:50.507955+00:00	ai_usage	Daily
R68	2026-07-02T09:37:52.574991+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""Perplexity""]"
R26	2026-07-02T09:37:52.817865+00:00	predict_room	50%
R07	2026-07-02T09:37:53.229473+00:00	calibrate_count_chat	30%
R34	2026-07-02T09:37:54.128857+00:00	calibrate_count_agent	40%
R68	2026-07-02T09:37:54.133756+00:00	autonomy_trust	100% — I'd trust it end to end
R66	2026-07-02T09:37:54.558097+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R46	2026-07-02T09:37:54.582595+00:00	calibrate_count_chat	90%
R23	2026-07-02T09:37:54.601492+00:00	calibrate_pred	50%
R52	2026-07-02T09:37:54.644721+00:00	calibrate_count_agent	100%
R68	2026-07-02T09:37:55.586866+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R69	2026-07-02T09:37:55.651060+00:00	calibrate_own	6
R41	2026-07-02T09:37:55.654419+00:00	calibrate_count_agent	100%
R17	2026-07-02T09:37:55.760186+00:00	calibrate_own	2
R58	2026-07-02T09:37:55.995058+00:00	calibrate_own	2%
R65	2026-07-02T09:37:56.000017+00:00	calibrate_pred	50%
R28	2026-07-02T09:37:56.346889+00:00	calibrate_count_agent	80%
R68	2026-07-02T09:37:57.220048+00:00	calibrate_own	2%
R62	2026-07-02T09:37:57.530245+00:00	calibrate_count_chat	60%
R69	2026-07-02T09:37:57.533886+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R64	2026-07-02T09:37:58.652801+00:00	calibrate_pred	70%
R10	2026-07-02T09:37:58.688399+00:00	calibrate_count_chat	100%
R19	2026-07-02T09:37:58.851677+00:00	predict_room	20%
R68	2026-07-02T09:37:59.257610+00:00	calibrate_pred	100%
R69	2026-07-02T09:37:59.306435+00:00	autonomy_trust	About 50%
R37	2026-07-02T09:37:59.418269+00:00	predict_room	80%
R06	2026-07-02T09:38:00.089818+00:00	predict_room	90%
R24	2026-07-02T09:38:00.403719+00:00	calibrate_count_agent	100%
R69	2026-07-02T09:38:01.009455+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R68	2026-07-02T09:38:01.031904+00:00	calibrate_count_chat	70%
R68	2026-07-02T09:38:02.344627+00:00	calibrate_count_agent	100%
R62	2026-07-02T09:38:02.348649+00:00	calibrate_count_agent	90%
R64	2026-07-02T09:38:02.517393+00:00	calibrate_count_chat	20%
R69	2026-07-02T09:38:02.957590+00:00	ai_usage	Daily
R68	2026-07-02T09:38:04.160058+00:00	predict_room	100%
R46	2026-07-02T09:38:04.339100+00:00	calibrate_count_agent	70%
R65	2026-07-02T09:38:05.307111+00:00	calibrate_count_chat	80%
R52	2026-07-02T09:38:05.719382+00:00	predict_room	70%
R47	2026-07-02T09:38:05.790927+00:00	predict_room	90%
R10	2026-07-02T09:38:06.849733+00:00	calibrate_count_agent	100%
R41	2026-07-02T09:38:07.288678+00:00	predict_room	50%
R69	2026-07-02T09:38:07.716278+00:00	calibrate_pred	100%
R46	2026-07-02T09:38:08.381051+00:00	predict_room	70%
R44	2026-07-02T09:38:08.685822+00:00	calibrate_pred	100%
R28	2026-07-02T09:38:08.773276+00:00	predict_room	80%
R35	2026-07-02T09:38:09.647890+00:00	calibrate_count_chat	90%
R49	2026-07-02T09:38:11.258158+00:00	calibrate_count_chat	100%
R65	2026-07-02T09:38:11.535754+00:00	calibrate_count_agent	60%
R58	2026-07-02T09:38:12.076203+00:00	calibrate_pred	10%
R17	2026-07-02T09:38:12.138996+00:00	calibrate_pred	100%
R62	2026-07-02T09:38:12.509388+00:00	predict_room	40%
R09	2026-07-02T09:38:13.053315+00:00	calibrate_own	2%
R24	2026-07-02T09:38:13.075235+00:00	predict_room	90%
R31	2026-07-02T09:38:13.309341+00:00	calibrate_own	2%
R48	2026-07-02T09:38:13.901506+00:00	calibrate_pred	30%
R64	2026-07-02T09:38:13.948738+00:00	calibrate_count_agent	90%
R34	2026-07-02T09:38:14.314802+00:00	predict_room	50%
R59	2026-07-02T09:38:14.358684+00:00	calibrate_own	50%
R37	2026-07-02T09:38:14.361917+00:00	calibrate_count_agent	90%
R45	2026-07-02T09:38:15.038546+00:00	calibrate_own	about 2%
R56	2026-07-02T09:38:17.409465+00:00	calibrate_pred	40%
R44	2026-07-02T09:38:18.174880+00:00	calibrate_count_chat	100%
R65	2026-07-02T09:38:19.083351+00:00	predict_room	40%
R69	2026-07-02T09:38:20.218932+00:00	calibrate_count_chat	100%
R49	2026-07-02T09:38:20.340240+00:00	calibrate_count_agent	70%
R35	2026-07-02T09:38:20.878452+00:00	calibrate_count_agent	100%
R48	2026-07-02T09:38:23.649791+00:00	calibrate_count_agent	90%
R66	2026-07-02T09:38:27.843754+00:00	calibrate_own	2%
R10	2026-07-02T09:38:30.976965+00:00	predict_room	70%
R37	2026-07-02T09:38:31.997468+00:00	calibrate_pred	80%
R11	2026-07-02T09:38:34.593805+00:00	calibrate_own	2%
R64	2026-07-02T09:38:36.817809+00:00	predict_room	70%
R31	2026-07-02T09:38:36.906324+00:00	calibrate_pred	80%
R40	2026-07-02T09:38:39.353523+00:00	calibrate_own	Not sure
R69	2026-07-02T09:38:40.232098+00:00	calibrate_count_agent	100%
R11	2026-07-02T09:38:41.499491+00:00	calibrate_count_agent	90%
R58	2026-07-02T09:38:41.689056+00:00	calibrate_count_chat	80%
R21	2026-07-02T09:38:45.313463+00:00	calibrate_own	18
R59	2026-07-02T09:38:45.808952+00:00	calibrate_pred	60%
R56	2026-07-02T09:38:49.309071+00:00	calibrate_count_chat	100%
R48	2026-07-02T09:38:49.854828+00:00	calibrate_count_chat	30%
R35	2026-07-02T09:38:50.242605+00:00	predict_room	90%
R11	2026-07-02T09:38:52.376551+00:00	predict_room	90%
R40	2026-07-02T09:38:53.238817+00:00	calibrate_pred	50%
R44	2026-07-02T09:38:53.691580+00:00	calibrate_count_agent	100%
R69	2026-07-02T09:38:59.390192+00:00	predict_room	90%
R23	2026-07-02T09:39:00.202220+00:00	calibrate_own	2
R48	2026-07-02T09:39:02.169095+00:00	calibrate_own	90
R56	2026-07-02T09:39:03.748681+00:00	calibrate_count_agent	100%
R59	2026-07-02T09:39:06.647269+00:00	calibrate_count_chat	90%
R49	2026-07-02T09:39:08.103770+00:00	predict_room	80%
R07	2026-07-02T09:39:08.230507+00:00	calibrate_own	2%
R21	2026-07-02T09:39:08.349718+00:00	calibrate_pred	0%
R07	2026-07-02T09:39:09.821270+00:00	calibrate_pred	90%
R44	2026-07-02T09:39:09.885650+00:00	calibrate_own	90
R48	2026-07-02T09:39:10.189245+00:00	predict_room	80%
R38	2026-07-02T09:39:11.681408+00:00	calibrate_pred	50%
R31	2026-07-02T09:39:11.701890+00:00	calibrate_count_chat	100%
R58	2026-07-02T09:39:13.786820+00:00	calibrate_count_agent	100%
R09	2026-07-02T09:39:18.024048+00:00	calibrate_pred	90%
R38	2026-07-02T09:39:18.029123+00:00	calibrate_count_agent	90%
R66	2026-07-02T09:39:18.132545+00:00	calibrate_pred	80%
R59	2026-07-02T09:39:21.553943+00:00	calibrate_count_agent	100%
R58	2026-07-02T09:39:22.745451+00:00	predict_room	70%
R31	2026-07-02T09:39:24.456732+00:00	calibrate_count_agent	100%
R66	2026-07-02T09:39:26.331349+00:00	calibrate_count_chat	0%
R38	2026-07-02T09:39:26.721318+00:00	predict_room	70%
R61	2026-07-02T09:39:29.127638+00:00	predict_room	90%
R59	2026-07-02T09:39:31.151691+00:00	predict_room	80%
R66	2026-07-02T09:39:31.282084+00:00	calibrate_count_agent	100%
R17	2026-07-02T09:39:32.197415+00:00	calibrate_count_chat	60%
R38	2026-07-02T09:39:37.894118+00:00	calibrate_count_chat	90%
R40	2026-07-02T09:39:41.215200+00:00	calibrate_count_chat	90%
R31	2026-07-02T09:39:41.986323+00:00	predict_room	70%
R66	2026-07-02T09:39:43.642104+00:00	predict_room	80%
R38	2026-07-02T09:39:44.701992+00:00	calibrate_own	1%
R17	2026-07-02T09:39:45.057493+00:00	calibrate_count_agent	100%
R49	2026-07-02T09:39:48.134880+00:00	calibrate_own	2%
R40	2026-07-02T09:39:49.518081+00:00	calibrate_count_agent	100%
R21	2026-07-02T09:39:49.963463+00:00	calibrate_count_chat	70%
R56	2026-07-02T09:39:50.597309+00:00	predict_room	30%
R21	2026-07-02T09:39:56.865455+00:00	calibrate_count_agent	100%
R40	2026-07-02T09:39:56.985628+00:00	predict_room	80%
R17	2026-07-02T09:39:57.756826+00:00	predict_room	70%
R50	2026-07-02T09:40:01.159169+00:00	calibrate_own	95
R50	2026-07-02T09:40:05.074727+00:00	calibrate_pred	50%
R30	2026-07-02T09:40:23.553612+00:00	calibrate_count_chat	90%
R21	2026-07-02T09:40:24.410620+00:00	predict_room	80%
R30	2026-07-02T09:40:24.944603+00:00	calibrate_count_agent	100%
R30	2026-07-02T09:40:31.966061+00:00	calibrate_own	2%
R50	2026-07-02T09:40:32.864536+00:00	calibrate_count_chat	60%
R30	2026-07-02T09:40:33.951771+00:00	calibrate_pred	90%
R09	2026-07-02T09:40:39.506837+00:00	calibrate_count_chat	90%
R50	2026-07-02T09:40:43.578861+00:00	calibrate_count_agent	80%
R09	2026-07-02T09:40:50.964892+00:00	calibrate_count_agent	90%
R30	2026-07-02T09:40:58.602781+00:00	predict_room	90%
R23	2026-07-02T09:40:58.717025+00:00	calibrate_count_chat	100%
R09	2026-07-02T09:41:04.524949+00:00	predict_room	80%
R23	2026-07-02T09:41:08.192557+00:00	calibrate_count_agent	100%
R50	2026-07-02T09:41:15.269199+00:00	predict_room	60%
R23	2026-07-02T09:41:24.397387+00:00	predict_room	50%
R24	2026-07-02T09:42:01.963560+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R57	2026-07-02T09:43:11.799109+00:00	calibrate_own	1
R57	2026-07-02T09:43:26.582601+00:00	calibrate_pred	70%
R57	2026-07-02T09:43:30.780154+00:00	calibrate_count_agent	90%
R57	2026-07-02T09:43:52.180365+00:00	predict_room	90%
R12	2026-07-02T09:54:48.122598+00:00	ai_usage	Daily
R23	2026-07-02T10:00:16.116663+00:00	vibe_code_link	https://share.gemini.google/hMmsSMCLgK7F
R04	2026-07-02T10:01:06.918697+00:00	vibe_code_link	https://pkulkarni245test20230210--devchannel-0a0ywgnb.web.app/
R22	2026-07-02T10:01:40.714782+00:00	vibe_code_link	https://claude.ai/public/artifacts/704f9a5d-3a62-4fef-880d-bbcd047b6771
R35	2026-07-02T10:01:56.634008+00:00	vibe_code_link	https://docs.google.com/document/d/16JW-VtlK_t_npDHEHy3Dccon7fnijlXuBTM204D7tM8/edit?usp=drivesdk
R16	2026-07-02T10:01:59.376688+00:00	vibe_code_link	https://claude.ai/public/artifacts/30759526-bc0f-4acd-92e4-ee13894c3df5
R19	2026-07-02T10:02:05.524193+00:00	vibe_code_link	https://share.gemini.google/sm5mqtPPDHgn
R52	2026-07-02T10:05:27.119625+00:00	vibe_code_link	https://share.gemini.google/CIioHTTo8fK1
R68	2026-07-02T10:06:37.293615+00:00	vibe_code_link	https://silver-squirrel-c5a0e6.netlify.app/
R49	2026-07-02T10:08:30.093060+00:00	vibe_code_link	https://chatgpt.com/share/6a46388a-0990-83ee-9401-718221f9d541
R26	2026-07-02T10:12:50.583447+00:00	vibe_code_link	https://share.gemini.google/FdRssvSdxb3H
